Employee_No,Attrition,Gender,Age,Education,Education_Field,Marital_Status,Department,Job_Role,Job_Level,Distance_From_Home,Business_Travel,Hourly_Rate,Daily_Rate,Monthly_Rate,Monthly_Income,Percent_Salary_Hike,Job_Involvement,Performance_Rating,Environment_Satisfaction,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Over_Time,Stock_Option_Level,No_Companies_Worked,Total_Working_Years,Training_Times_LastYear,Years_At_Company,Years_In_Current_Role,Years_Since_LastPromotion,Years_with_Curr_Manager
1055,No,Female,Between 32 to 38,Master,Life Sciences,Married,Sales,Sales Representative,1,10 - 19 km,Travel_Rarely,87,1333,18410,2220,19,High,Excellent,High,High,Very High,Better,Yes,1,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1056,No,Male,Between 25 to 31,Below college,Medical,Married,Sales,Sales Representative,1,10 - 19 km,Travel_Rarely,74,1144,23384,1052,22,High,Outstanding,Very High,Medium,Medium,Better,No,0,1,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1060,No,Male,Between 32 to 38,Master,Other,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Frequently,44,1186,2997,2821,16,High,Excellent,High,High,Low,Better,No,1,3,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1061,No,Male,Between 45 to 51,Master,Medical,Married,Research & Development,Research Director,5,1 - 9 km,Travel_Rarely,62,1464,12853,19237,11,High,Excellent,Medium,High,Very High,Good,Yes,1,2,21 - 30 years,2,0 - 10 years,0 - 5 years,6 - 10 years,6 - 10 years
1062,No,Female,Between 32 to 38,Bachelor,Other,Single,Research & Development,Healthcare Representative,2,1 - 9 km,Travel_Rarely,35,124,13848,4107,15,High,Excellent,Very High,Medium,Low,Good,No,0,3,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1066,No,Male,Between 39 to 44,Bachelor,Marketing,Married,Sales,Sales Executive,2,20 - 30 km,Travel_Rarely,74,300,22217,8396,14,High,Excellent,High,Low,Medium,Good,No,1,1,0 - 10 years,3,0 - 10 years,6 - 10 years,6 - 10 years,0 - 5 years
1068,No,Female,Between 25 to 31,Below college,Medical,Divorced,Research & Development,Research Scientist,1,1 - 9 km,Travel_Frequently,66,921,25265,2007,13,Medium,Excellent,Low,High,High,Better,No,2,1,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1069,No,Male,Between 45 to 51,Master,Medical,Divorced,Research & Development,Research Director,5,1 - 9 km,Travel_Rarely,40,430,21445,19627,17,High,Excellent,Very High,Very High,Very High,Better,No,2,9,21 - 30 years,0,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1070,No,Female,52 and more than 52,Master,Life Sciences,Married,Sales,Sales Executive,3,1 - 9 km,Travel_Rarely,41,1082,8392,10686,11,Medium,Excellent,High,High,Medium,Better,No,1,6,11 - 20 years,4,0 - 10 years,0 - 5 years,6 - 10 years,0 - 5 years
1071,No,Female,52 and more than 52,Bachelor,Medical,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Frequently,63,1240,12154,2942,19,High,Excellent,Low,High,Medium,Better,No,1,2,11 - 20 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1073,No,Female,Between 32 to 38,Doctor,Medical,Single,Research & Development,Manufacturing Director,3,10 - 19 km,Travel_Rarely,51,796,15669,8858,11,Medium,Excellent,Very High,Very High,Medium,Good,No,0,0,11 - 20 years,2,11 - 20 years,6 - 10 years,6 - 10 years,6 - 10 years
1074,No,Male,52 and more than 52,Below college,Medical,Single,Research & Development,Manager,4,1 - 9 km,Non-Travel,40,444,17323,16756,15,Medium,Excellent,High,Low,Medium,Best,No,0,7,More than 31 years,3,0 - 10 years,6 - 10 years,6 - 10 years,0 - 5 years
1076,No,Male,Between 39 to 44,Bachelor,Medical,Divorced,Sales,Sales Executive,3,20 - 30 km,Travel_Rarely,79,415,5268,10798,13,Medium,Excellent,High,Very High,High,Better,No,1,5,11 - 20 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1077,Yes,Female,Between 18 to 24,Bachelor,Marketing,Single,Sales,Sales Representative,1,1 - 9 km,Travel_Frequently,54,769,17205,2323,14,High,Excellent,Very High,Very High,Medium,Better,Yes,0,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1079,Yes,Female,Between 18 to 24,Bachelor,Life Sciences,Single,Research & Development,Laboratory Technician,1,10 - 19 km,Travel_Rarely,36,1334,17258,1416,13,Medium,Excellent,High,Low,Low,Good,No,0,1,0 - 10 years,6,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1080,No,Female,Between 45 to 51,Master,Life Sciences,Divorced,Research & Development,Research Scientist,2,1 - 9 km,Travel_Rarely,74,1003,21029,4615,23,Medium,Outstanding,Very High,Low,Low,Better,Yes,3,8,11 - 20 years,2,11 - 20 years,11 - 15 years,0 - 5 years,6 - 10 years
1081,Yes,Male,Between 45 to 51,Master,Life Sciences,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,34,1323,10332,2461,12,High,Excellent,Low,High,High,Best,Yes,3,9,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,6 - 10 years
1082,Yes,Male,Between 25 to 31,College,Technical Degree,Single,Research & Development,Healthcare Representative,3,20 - 30 km,Non-Travel,72,1366,12355,8722,12,Medium,Excellent,Medium,Low,Low,Good,No,0,1,0 - 10 years,2,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1083,No,Male,Between 25 to 31,College,Medical,Married,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,59,192,11141,3955,16,Medium,Excellent,Low,Low,Low,Better,No,2,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1084,No,Male,Between 25 to 31,Bachelor,Other,Married,Research & Development,Manufacturing Director,2,20 - 30 km,Travel_Rarely,85,1176,9096,9957,15,High,Excellent,High,Low,High,Good,No,1,0,0 - 10 years,1,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1085,No,Female,Between 39 to 44,College,Technical Degree,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,43,509,18863,3376,13,Very High,Excellent,Medium,High,High,Better,No,0,1,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1088,No,Female,Between 32 to 38,Below college,Life Sciences,Married,Research & Development,Healthcare Representative,3,10 - 19 km,Travel_Rarely,65,330,24608,8823,18,Medium,Excellent,High,High,Low,Good,No,1,0,11 - 20 years,4,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
1092,No,Male,Between 39 to 44,Master,Technical Degree,Married,Research & Development,Healthcare Representative,3,20 - 30 km,Travel_Rarely,61,1492,26542,10322,20,High,Outstanding,Low,Very High,Very High,Better,No,1,4,11 - 20 years,6,11 - 20 years,6 - 10 years,11 - 15 Years,0 - 5 years
1094,No,Male,Between 25 to 31,Doctor,Life Sciences,Married,Research & Development,Laboratory Technician,1,1 - 9 km,Non-Travel,87,1277,5869,4621,19,Low,Excellent,Low,High,Very High,Better,No,3,1,0 - 10 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1096,No,Male,52 and more than 52,Below college,Life Sciences,Married,Research & Development,Manufacturing Director,3,1 - 9 km,Travel_Frequently,65,1091,15813,10976,18,High,Excellent,Very High,Medium,Medium,Better,No,1,3,21 - 30 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1097,No,Female,Between 25 to 31,Bachelor,Other,Single,Research & Development,Research Scientist,2,10 - 19 km,Travel_Rarely,59,857,7909,3660,13,High,Excellent,High,High,Very High,Best,No,0,3,0 - 10 years,4,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1098,Yes,Male,Between 39 to 44,College,Medical,Married,Human Resources,Human Resources,3,1 - 9 km,Travel_Rarely,91,1376,2326,10482,14,Medium,Excellent,Medium,Low,Very High,Better,No,1,9,21 - 30 years,1,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
1099,No,Male,Between 32 to 38,Bachelor,Life Sciences,Divorced,Research & Development,Healthcare Representative,3,1 - 9 km,Travel_Rarely,34,654,21214,7119,15,Medium,Excellent,Very High,Very High,High,Better,No,1,4,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1100,Yes,Male,Between 32 to 38,Bachelor,Technical Degree,Single,Sales,Sales Executive,3,1 - 9 km,Travel_Rarely,86,1204,10333,9582,22,High,Outstanding,Very High,Low,Low,Better,Yes,0,0,0 - 10 years,2,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1101,Yes,Female,Between 32 to 38,Master,Medical,Single,Research & Development,Research Scientist,2,20 - 30 km,Travel_Frequently,54,827,3129,4508,22,Medium,Outstanding,Low,High,Medium,Better,No,0,1,11 - 20 years,4,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
1102,No,Male,Between 25 to 31,College,Life Sciences,Divorced,Research & Development,Laboratory Technician,1,10 - 19 km,Travel_Rarely,50,895,22482,2207,16,High,Excellent,Low,High,Very High,Good,No,1,1,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1103,No,Male,Between 32 to 38,Below college,Life Sciences,Single,Research & Development,Healthcare Representative,2,1 - 9 km,Travel_Frequently,45,618,22266,7756,17,High,Excellent,Low,Very High,High,Good,No,0,0,0 - 10 years,1,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1105,No,Female,Between 32 to 38,Master,Life Sciences,Divorced,Sales,Sales Executive,2,10 - 19 km,Travel_Rarely,88,309,24223,6694,14,Medium,Excellent,Very High,Very High,High,Better,Yes,3,2,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1106,Yes,Male,Between 25 to 31,Below college,Technical Degree,Married,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,32,1219,4605,3691,15,High,Excellent,Very High,Very High,Medium,Best,Yes,1,1,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1107,Yes,Male,Between 25 to 31,Bachelor,Medical,Divorced,Research & Development,Laboratory Technician,1,20 - 30 km,Travel_Rarely,37,1330,19373,2377,20,High,Outstanding,Low,High,High,Good,No,1,1,0 - 10 years,0,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1108,Yes,Male,Between 32 to 38,Bachelor,Medical,Single,Research & Development,Research Scientist,1,20 - 30 km,Travel_Rarely,55,1017,2993,2313,20,Medium,Outstanding,Low,Medium,Medium,Better,Yes,0,4,0 - 10 years,0,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1109,No,Male,Between 39 to 44,College,Medical,Married,Research & Development,Manager,4,1 - 9 km,Travel_Rarely,35,469,14399,17665,17,High,Excellent,Very High,Low,Very High,Better,No,1,0,21 - 30 years,3,21 - 30 years,6 - 10 years,11 - 15 Years,6 - 10 years
1111,Yes,Male,Between 25 to 31,Bachelor,Medical,Divorced,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Frequently,45,1009,7160,2596,15,Medium,Excellent,Low,Medium,Low,Better,No,2,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1113,Yes,Male,Between 45 to 51,Master,Other,Single,Sales,Sales Executive,2,1 - 9 km,Travel_Frequently,81,959,17251,4728,14,High,Excellent,Very High,High,Very High,Better,Yes,0,3,0 - 10 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1114,No,Female,Between 32 to 38,Bachelor,Life Sciences,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Frequently,30,970,13401,4302,17,High,Excellent,Very High,Medium,High,Better,No,1,0,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1115,No,Male,Between 32 to 38,Master,Life Sciences,Married,Research & Development,Research Scientist,1,1 - 9 km,Non-Travel,40,697,22478,2979,17,Medium,Excellent,High,Very High,Very High,Better,No,3,3,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1116,No,Male,Between 45 to 51,Master,Medical,Single,Research & Development,Manager,4,1 - 9 km,Non-Travel,35,1262,16154,16885,22,Very High,Outstanding,Low,Very High,High,Good,No,0,2,21 - 30 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1117,No,Female,Between 45 to 51,Master,Life Sciences,Married,Sales,Sales Executive,2,1 - 9 km,Non-Travel,65,1050,17970,5593,13,Medium,Excellent,Medium,High,Very High,Better,No,1,1,11 - 20 years,2,11 - 20 years,6 - 10 years,0 - 5 years,11 - 15 years
1118,No,Male,52 and more than 52,Master,Life Sciences,Single,Research & Development,Healthcare Representative,3,1 - 9 km,Travel_Rarely,87,994,15322,10445,19,High,Excellent,Medium,Medium,Very High,Better,No,0,7,11 - 20 years,4,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
1119,No,Male,Between 32 to 38,Master,Marketing,Divorced,Sales,Sales Executive,3,10 - 19 km,Travel_Rarely,73,770,5569,8740,14,Medium,Excellent,High,High,Medium,Better,Yes,2,0,0 - 10 years,2,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1120,No,Female,Between 25 to 31,Master,Life Sciences,Divorced,Research & Development,Research Scientist,1,20 - 30 km,Travel_Rarely,93,1107,26968,2514,22,High,Outstanding,High,Very High,Low,Better,No,1,4,11 - 20 years,1,0 - 10 years,0 - 5 years,0 - 5 years,6 - 10 years
1121,No,Female,Between 25 to 31,Bachelor,Medical,Divorced,Research & Development,Manufacturing Director,3,1 - 9 km,Travel_Rarely,93,950,8039,7655,17,High,Excellent,Very High,Medium,Medium,Good,No,3,0,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
1124,No,Male,Between 45 to 51,Below college,Marketing,Married,Sales,Manager,4,1 - 9 km,Travel_Rarely,52,406,15596,17465,12,High,Excellent,Low,High,Very High,Better,No,1,3,21 - 30 years,3,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
1125,No,Male,Between 32 to 38,College,Marketing,Single,Sales,Sales Executive,3,1 - 9 km,Travel_Rarely,32,130,20619,7351,16,High,Excellent,Very High,Medium,High,Better,No,0,7,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1126,No,Female,Between 39 to 44,Bachelor,Life Sciences,Married,Research & Development,Manufacturing Director,3,20 - 30 km,Travel_Frequently,83,1082,11535,10820,11,High,Excellent,High,Low,High,Better,No,1,8,11 - 20 years,1,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
1127,Yes,Male,Between 39 to 44,Bachelor,Life Sciences,Divorced,Research & Development,Healthcare Representative,4,1 - 9 km,Travel_Frequently,84,203,13547,12169,11,High,Excellent,Low,Very High,Very High,Better,No,3,7,21 - 30 years,4,11 - 20 years,6 - 10 years,11 - 15 Years,0 - 5 years
1128,No,Male,Between 39 to 44,Bachelor,Medical,Single,Research & Development,Research Director,5,10 - 19 km,Travel_Rarely,44,1308,17544,19626,14,Medium,Excellent,High,High,Low,Best,No,0,1,21 - 30 years,2,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
1131,No,Female,Between 18 to 24,Below college,Technical Degree,Single,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,70,984,25326,2070,11,Medium,Excellent,Very High,Medium,High,Best,Yes,0,1,0 - 10 years,6,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1132,No,Male,Between 39 to 44,Bachelor,Life Sciences,Single,Research & Development,Laboratory Technician,2,1 - 9 km,Non-Travel,70,439,8770,6782,15,High,Excellent,High,Medium,High,Good,No,0,9,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1133,No,Male,Between 32 to 38,Master,Life Sciences,Single,Research & Development,Manufacturing Director,2,10 - 19 km,Non-Travel,78,217,23238,7779,20,High,Outstanding,Low,Very High,Low,Better,No,0,2,11 - 20 years,0,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
1135,No,Male,Between 25 to 31,Bachelor,Life Sciences,Married,Sales,Sales Representative,1,20 - 30 km,Travel_Frequently,67,793,21981,2791,12,Very High,Excellent,High,Very High,Low,Better,No,1,0,0 - 10 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1136,No,Male,Between 25 to 31,Below college,Life Sciences,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,67,1451,19911,3201,17,Medium,Excellent,Low,Medium,Low,Bad,No,0,0,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1137,No,Male,Between 32 to 38,College,Marketing,Divorced,Sales,Sales Executive,2,10 - 19 km,Travel_Frequently,54,1182,18500,4968,11,High,Excellent,Very High,Very High,Very High,Better,No,1,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1138,No,Male,Between 45 to 51,Master,Technical Degree,Married,Sales,Sales Executive,4,1 - 9 km,Travel_Rarely,56,174,11879,13120,17,Medium,Excellent,Very High,Medium,Medium,Better,No,1,6,21 - 30 years,3,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
1140,No,Male,Between 32 to 38,College,Life Sciences,Single,Research & Development,Manufacturing Director,2,1 - 9 km,Travel_Frequently,95,1003,15834,4033,11,High,Excellent,Very High,High,Very High,Good,No,0,2,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1143,No,Female,Between 25 to 31,Bachelor,Life Sciences,Divorced,Research & Development,Research Scientist,1,10 - 19 km,Travel_Frequently,61,490,17940,3291,14,High,Excellent,Very High,Medium,Very High,Good,No,2,0,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1148,No,Male,Between 39 to 44,Bachelor,Medical,Single,Research & Development,Laboratory Technician,2,20 - 30 km,Travel_Rarely,56,188,9558,4272,19,Low,Excellent,Medium,Very High,Low,Better,No,0,4,11 - 20 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1150,No,Male,Between 25 to 31,Below college,Medical,Married,Research & Development,Manufacturing Director,2,1 - 9 km,Travel_Rarely,79,718,17689,5056,15,Medium,Excellent,Medium,Very High,High,Good,Yes,1,1,0 - 10 years,2,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
1152,No,Male,Between 32 to 38,Bachelor,Human Resources,Married,Human Resources,Human Resources,1,1 - 9 km,Travel_Rarely,37,433,6004,2844,13,Very High,Excellent,High,High,Very High,Best,No,1,1,0 - 10 years,2,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
1154,No,Male,Between 25 to 31,Bachelor,Life Sciences,Divorced,Research & Development,Research Scientist,1,1 - 9 km,Travel_Frequently,39,773,22088,2703,14,Medium,Excellent,High,High,Very High,Better,Yes,1,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1156,Yes,Male,Between 18 to 24,Below college,Medical,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Non-Travel,80,247,13556,1904,12,High,Excellent,High,High,Very High,Better,No,0,1,0 - 10 years,0,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1157,Yes,Female,Between 32 to 38,Master,Marketing,Single,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,77,603,18385,8224,17,High,Excellent,Low,Low,Low,Better,Yes,0,0,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1158,No,Male,Between 39 to 44,Master,Life Sciences,Married,Research & Development,Laboratory Technician,1,10 - 19 km,Travel_Rarely,46,167,9051,4766,11,High,Excellent,Medium,Very High,Low,Better,Yes,1,3,0 - 10 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1160,Yes,Male,Between 25 to 31,Bachelor,Medical,Married,Research & Development,Laboratory Technician,1,10 - 19 km,Travel_Frequently,72,874,6233,2610,12,High,Excellent,High,High,High,Good,No,1,1,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1161,No,Female,Between 32 to 38,College,Medical,Divorced,Research & Development,Healthcare Representative,2,20 - 30 km,Travel_Rarely,52,367,17171,5731,13,Medium,Excellent,High,Very High,High,Better,No,2,7,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1162,No,Male,Between 25 to 31,Bachelor,Life Sciences,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,55,199,7950,2539,13,Medium,Excellent,Very High,High,High,Better,No,1,1,0 - 10 years,0,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1163,No,Female,Between 32 to 38,Below college,Life Sciences,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,70,1400,5829,5714,20,High,Outstanding,Medium,High,Low,Good,No,0,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1164,No,Male,Between 32 to 38,Master,Technical Degree,Single,Human Resources,Human Resources,1,1 - 9 km,Travel_Rarely,100,528,7108,4323,17,High,Excellent,High,High,Medium,Bad,No,0,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1165,Yes,Female,Between 25 to 31,Below college,Life Sciences,Married,Sales,Sales Executive,3,20 - 30 km,Travel_Rarely,45,408,11162,7336,13,Medium,Excellent,Very High,Low,Low,Bad,No,1,1,11 - 20 years,3,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
1166,No,Female,Between 39 to 44,Master,Medical,Single,Research & Development,Research Director,3,1 - 9 km,Travel_Frequently,88,593,13782,13499,17,High,Excellent,Medium,High,High,Good,No,0,9,11 - 20 years,3,11 - 20 years,6 - 10 years,0 - 5 years,11 - 15 years
1167,Yes,Male,Between 39 to 44,Bachelor,Life Sciences,Single,Sales,Sales Executive,4,10 - 19 km,Travel_Frequently,44,481,2447,13758,12,High,Excellent,High,Low,Medium,Good,Yes,0,0,21 - 30 years,2,21 - 30 years,6 - 10 years,11 - 15 Years,11 - 15 years
1171,No,Male,Between 39 to 44,Master,Marketing,Single,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,45,647,2253,5155,13,High,Excellent,Medium,Low,Very High,Best,No,0,7,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
1172,No,Male,Between 32 to 38,Master,Medical,Married,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,58,982,16340,2258,12,Medium,Excellent,Very High,High,Medium,Better,No,1,6,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,6 - 10 years
